Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.8932,Thu May 31 23:50:00 +0000 2018,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",36,CBS
0.4926,Wed May 30 15:07:34 +0000 2018,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",37,CBS
0.0,Mon May 28 21:00:01 +0000 2018,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",38,CBS
0.0,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,39,CBS
0.6239,Wed May 23 23:07:38 +0000 2018,0.0,0.797,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,40,CBS
0.5859,Wed May 23 19:02:43 +0000 2018,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",41,CBS
0.1139,Tue May 22 23:19:40 +0000 2018,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,42,CBS
0.0,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",43,CBS
0.0,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,44,CBS
0.3382,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,45,CBS
0.1867,Sun May 20 17:00:01 +0000 2018,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,46,CBS
0.4199,Sat May 19 08:00:01 +0000 2018,0.0,0.715,0.285,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,47,CBS
0.0,Fri May 18 21:00:01 +0000 2018,0.0,1.0,0.0,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,48,CBS
0.3595,Fri May 18 14:00:03 +0000 2018,0.0,0.849,0.151,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",49,CBS
0.7177,Thu May 17 23:44:27 +0000 2018,0.0,0.739,0.261,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,50,CBS
0.1867,Thu May 17 21:19:59 +0000 2018,0.0,0.907,0.093,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,51,CBS
0.0,Thu May 17 19:12:51 +0000 2018,0.0,1.0,0.0,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",52,CBS
0.5562,Thu May 17 13:00:00 +0000 2018,0.0,0.854,0.146,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,53,CBS
0.75,Thu May 17 00:00:00 +0000 2018,0.0,0.758,0.242,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",54,CBS
0.5574,Wed May 16 22:56:24 +0000 2018,0.0,0.841,0.159,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,55,CBS
0.3802,Wed May 16 22:56:24 +0000 2018,0.0,0.89,0.11,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",56,CBS
0.34,Wed May 16 22:56:23 +0000 2018,0.0,0.888,0.112,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",57,CBS
0.5859,Wed May 16 22:56:23 +0000 2018,0.0,0.826,0.174,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,58,CBS
0.8398,Wed May 16 22:56:23 +0000 2018,0.0,0.6,0.4,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,59,CBS
-0.4588,Wed May 16 22:56:23 +0000 2018,0.26,0.577,0.163,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",60,CBS
0.0,Wed May 16 22:56:22 +0000 2018,0.0,1.0,0.0,Meet the new shows coming to CBS this fall!,61,CBS
0.7777,Wed May 16 21:46:07 +0000 2018,0.0,0.772,0.228,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,62,CBS
0.296,Wed May 16 18:05:27 +0000 2018,0.0,0.905,0.095,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",63,CBS
0.6369,Wed May 16 13:52:57 +0000 2018,0.0,0.766,0.234,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",64,CBS
0.46,Wed May 16 13:24:14 +0000 2018,0.0,0.857,0.143,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",65,CBS
0.8122,Wed May 16 13:23:26 +0000 2018,0.0,0.67,0.33,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",66,CBS
-0.2057,Tue May 15 20:16:38 +0000 2018,0.109,0.821,0.07,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,67,CBS
0.4199,Mon May 14 20:59:11 +0000 2018,0.0,0.859,0.141,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",68,CBS
0.0,Mon May 14 18:17:23 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",69,CBS
0.4939,Mon May 14 18:16:12 +0000 2018,0.0,0.856,0.144,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",70,CBS
-0.3612,Mon May 14 18:15:36 +0000 2018,0.122,0.878,0.0,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,71,CBS
0.6476,Mon May 14 18:15:08 +0000 2018,0.082,0.674,0.243,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",72,CBS
0.9081,Mon May 14 18:14:46 +0000 2018,0.0,0.592,0.408,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",73,CBS
-0.762,Mon May 14 18:14:22 +0000 2018,0.303,0.586,0.111,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,74,CBS
0.3612,Mon May 14 18:13:58 +0000 2018,0.0,0.8,0.2,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,75,CBS
-0.34,Mon May 14 14:42:00 +0000 2018,0.264,0.604,0.132,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,76,CBS
0.7351,Sun May 13 13:16:14 +0000 2018,0.0,0.733,0.267,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",77,CBS
0.7245,Fri May 11 23:00:40 +0000 2018,0.0,0.748,0.252,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,78,CBS
0.128,Fri May 11 20:55:08 +0000 2018,0.09,0.791,0.119,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,79,CBS
0.7263,Thu May 10 23:11:17 +0000 2018,0.0,0.747,0.253,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",80,CBS
-0.0772,Thu May 10 19:24:10 +0000 2018,0.085,0.847,0.069,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",81,CBS
0.6588,Thu May 10 18:03:26 +0000 2018,0.0,0.722,0.278,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,82,CBS
0.3182,Thu May 10 15:30:40 +0000 2018,0.0,0.905,0.095,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",83,CBS
0.8176,Wed May 09 21:35:00 +0000 2018,0.0,0.667,0.333,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",84,CBS
0.8395,Wed May 09 19:36:24 +0000 2018,0.0,0.609,0.391,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,85,CBS
-0.4599,Tue May 08 22:26:55 +0000 2018,0.2,0.8,0.0,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",86,CBS
0.4574,Tue May 08 19:55:32 +0000 2018,0.0,0.85,0.15,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,87,CBS
0.6597,Tue May 08 17:18:20 +0000 2018,0.075,0.683,0.242,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,88,CBS
0.0,Mon May 07 17:50:20 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",89,CBS
0.5093,Fri May 04 21:00:00 +0000 2018,0.0,0.87,0.13,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,90,CBS
0.6996,Fri May 04 18:42:12 +0000 2018,0.0,0.775,0.225,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,91,CBS
0.5562,Fri May 04 14:48:42 +0000 2018,0.0,0.736,0.264,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,92,CBS
0.0,Wed May 02 19:04:01 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,93,CBS
0.0,Tue May 01 23:10:50 +0000 2018,0.0,1.0,0.0,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,94,CBS
0.0,Tue May 01 17:58:51 +0000 2018,0.0,1.0,0.0,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",95,CBS
0.8268,Tue May 01 15:16:28 +0000 2018,0.0,0.701,0.299,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",96,CBS
0.8777,Mon Apr 30 22:54:18 +0000 2018,0.0,0.627,0.373,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,97,CBS
0.0,Mon Apr 30 13:28:01 +0000 2018,0.0,1.0,0.0,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,98,CBS
0.3818,Mon Apr 30 02:22:08 +0000 2018,0.0,0.86,0.14,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,99,CBS
0.8356,Sun Apr 29 15:30:00 +0000 2018,0.0,0.67,0.33,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,100,CBS
-0.6901,Sun Jun 10 00:03:12 +0000 2018,0.262,0.738,0.0,"President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""fal… https://t.co/fj0JucTrXy",1,CNN
0.6124,Sun Jun 10 00:00:04 +0000 2018,0.0,0.762,0.238,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/luJqdfSzRj",2,CNN
-0.5994,Sat Jun 09 23:30:13 +0000 2018,0.151,0.849,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/wYZnzHjRli,3,CNN
-0.296,Sat Jun 09 23:00:05 +0000 2018,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",4,CNN
0.8176,Sat Jun 09 22:58:33 +0000 2018,0.0,0.681,0.319,BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,5,CNN
0.765,Sat Jun 09 22:30:05 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,6,CNN
0.5859,Sat Jun 09 22:15:00 +0000 2018,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",7,CNN
-0.6486,Sat Jun 09 22:00:13 +0000 2018,0.218,0.782,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,8,CNN
0.2732,Sat Jun 09 21:53:00 +0000 2018,0.0,0.9,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",9,CNN
-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.159,0.841,0.0,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",10,CNN
-0.296,Sat Jun 09 21:37:48 +0000 2018,0.115,0.885,0.0,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,11,CNN
0.5927,Sat Jun 09 21:10:05 +0000 2018,0.0,0.815,0.185,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",12,CNN
-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.072,0.928,0.0,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,13,CNN
0.0,Sat Jun 09 20:50:07 +0000 2018,0.0,1.0,0.0,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,14,CNN
-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.154,0.846,0.0,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,15,CNN
0.0,Sat Jun 09 20:30:08 +0000 2018,0.0,1.0,0.0,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,16,CNN
0.6705,Sat Jun 09 20:20:24 +0000 2018,0.085,0.618,0.297,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",17,CNN
0.6486,Sat Jun 09 20:10:07 +0000 2018,0.0,0.762,0.238,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",18,CNN
0.0,Sat Jun 09 20:00:09 +0000 2018,0.0,1.0,0.0,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",19,CNN
0.539,Sat Jun 09 19:50:34 +0000 2018,0.0,0.852,0.148,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,20,CNN
-0.6901,Sun Jun 10 00:03:12 +0000 2018,0.262,0.738,0.0,"President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""fal… https://t.co/fj0JucTrXy",21,CNN
0.6124,Sun Jun 10 00:00:04 +0000 2018,0.0,0.762,0.238,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/luJqdfSzRj",22,CNN
-0.5994,Sat Jun 09 23:30:13 +0000 2018,0.151,0.849,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/wYZnzHjRli,23,CNN
-0.296,Sat Jun 09 23:00:05 +0000 2018,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",24,CNN
0.8176,Sat Jun 09 22:58:33 +0000 2018,0.0,0.681,0.319,BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,25,CNN
0.765,Sat Jun 09 22:30:05 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,26,CNN
0.5859,Sat Jun 09 22:15:00 +0000 2018,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",27,CNN
-0.6486,Sat Jun 09 22:00:13 +0000 2018,0.218,0.782,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,28,CNN
0.2732,Sat Jun 09 21:53:00 +0000 2018,0.0,0.9,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",29,CNN
-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.159,0.841,0.0,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",30,CNN
-0.296,Sat Jun 09 21:37:48 +0000 2018,0.115,0.885,0.0,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,31,CNN
0.5927,Sat Jun 09 21:10:05 +0000 2018,0.0,0.815,0.185,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",32,CNN
-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.072,0.928,0.0,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,33,CNN
0.0,Sat Jun 09 20:50:07 +0000 2018,0.0,1.0,0.0,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,34,CNN
-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.154,0.846,0.0,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,35,CNN
0.0,Sat Jun 09 20:30:08 +0000 2018,0.0,1.0,0.0,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,36,CNN
0.6705,Sat Jun 09 20:20:24 +0000 2018,0.085,0.618,0.297,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",37,CNN
0.6486,Sat Jun 09 20:10:07 +0000 2018,0.0,0.762,0.238,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",38,CNN
0.0,Sat Jun 09 20:00:09 +0000 2018,0.0,1.0,0.0,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",39,CNN
0.539,Sat Jun 09 19:50:34 +0000 2018,0.0,0.852,0.148,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,40,CNN
0.5859,Sat Jun 09 19:40:00 +0000 2018,0.0,0.847,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",41,CNN
0.3612,Sat Jun 09 19:30:00 +0000 2018,0.0,0.878,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",42,CNN
-0.7269,Sat Jun 09 19:20:09 +0000 2018,0.319,0.681,0.0,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,43,CNN
-0.6486,Sat Jun 09 19:17:02 +0000 2018,0.218,0.782,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,44,CNN
-0.7506,Sat Jun 09 19:10:07 +0000 2018,0.274,0.726,0.0,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",45,CNN
0.0,Sat Jun 09 19:00:08 +0000 2018,0.0,1.0,0.0,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,46,CNN
0.3291,Sat Jun 09 18:50:01 +0000 2018,0.0,0.907,0.093,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",47,CNN
0.0,Sat Jun 09 18:40:00 +0000 2018,0.0,1.0,0.0,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",48,CNN
0.0,Sat Jun 09 18:30:14 +0000 2018,0.0,1.0,0.0,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,49,CNN
0.4215,Sat Jun 09 18:20:06 +0000 2018,0.0,0.882,0.118,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",50,CNN
0.4215,Sat Jun 09 18:10:00 +0000 2018,0.0,0.781,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,51,CNN
0.765,Sat Jun 09 18:00:06 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,52,CNN
0.0,Sat Jun 09 17:50:06 +0000 2018,0.0,1.0,0.0,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",53,CNN
0.0,Sat Jun 09 17:40:05 +0000 2018,0.0,1.0,0.0,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,54,CNN
0.0,Sat Jun 09 17:27:05 +0000 2018,0.0,1.0,0.0,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,55,CNN
0.2732,Sat Jun 09 17:18:43 +0000 2018,0.221,0.514,0.265,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,56,CNN
-0.4019,Sat Jun 09 16:59:35 +0000 2018,0.119,0.881,0.0,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,57,CNN
-0.7506,Sat Jun 09 16:47:11 +0000 2018,0.33,0.67,0.0,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,58,CNN
-0.5994,Sat Jun 09 16:36:04 +0000 2018,0.151,0.849,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,59,CNN
0.4404,Sat Jun 09 16:26:06 +0000 2018,0.0,0.868,0.132,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",60,CNN
0.7717,Sat Jun 09 16:14:06 +0000 2018,0.0,0.749,0.251,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",61,CNN
0.0,Sat Jun 09 16:00:03 +0000 2018,0.0,1.0,0.0,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",62,CNN
0.2023,Sat Jun 09 15:50:29 +0000 2018,0.0,0.913,0.087,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,63,CNN
0.1779,Sat Jun 09 15:38:05 +0000 2018,0.097,0.773,0.13,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,64,CNN
-0.296,Sat Jun 09 15:27:34 +0000 2018,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",65,CNN
0.0,Sat Jun 09 15:13:56 +0000 2018,0.0,1.0,0.0,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",66,CNN
-0.4585,Sat Jun 09 14:57:06 +0000 2018,0.187,0.813,0.0,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,67,CNN
-0.0772,Sat Jun 09 14:43:08 +0000 2018,0.067,0.933,0.0,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,68,CNN
0.6597,Sat Jun 09 14:36:51 +0000 2018,0.0,0.822,0.178,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",69,CNN
0.2732,Sat Jun 09 14:30:03 +0000 2018,0.0,0.884,0.116,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",70,CNN
