Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.539,Sat Jun 09 14:24:10 +0000 2018,0.0,0.852,0.148,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,71,CNN
-0.3412,Sat Jun 09 14:20:07 +0000 2018,0.211,0.789,0.0,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,72,CNN
0.5574,Sat Jun 09 14:18:20 +0000 2018,0.0,0.813,0.187,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",73,CNN
0.0,Sat Jun 09 14:16:21 +0000 2018,0.0,1.0,0.0,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,74,CNN
0.0,Sat Jun 09 14:09:49 +0000 2018,0.0,1.0,0.0,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,75,CNN
0.34,Sat Jun 09 14:01:04 +0000 2018,0.0,0.888,0.112,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,76,CNN
-0.3818,Sat Jun 09 13:46:07 +0000 2018,0.167,0.833,0.0,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,77,CNN
0.0,Sat Jun 09 13:31:03 +0000 2018,0.0,1.0,0.0,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",78,CNN
0.5719,Sat Jun 09 13:26:05 +0000 2018,0.0,0.829,0.171,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,79,CNN
0.5859,Sat Jun 09 13:16:00 +0000 2018,0.0,0.847,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",80,CNN
0.0,Sat Jun 09 13:01:05 +0000 2018,0.0,1.0,0.0,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",81,CNN
0.0,Sat Jun 09 12:53:19 +0000 2018,0.119,0.763,0.119,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",82,CNN
0.6124,Sat Jun 09 12:46:08 +0000 2018,0.0,0.762,0.238,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",83,CNN
0.3818,Sat Jun 09 12:31:06 +0000 2018,0.0,0.698,0.302,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,84,CNN
0.4939,Sat Jun 09 12:16:00 +0000 2018,0.0,0.856,0.144,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,85,CNN
0.4576,Sat Jun 09 12:01:03 +0000 2018,0.0,0.786,0.214,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,86,CNN
-0.5994,Sat Jun 09 11:52:04 +0000 2018,0.151,0.849,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,87,CNN
0.0,Sat Jun 09 11:46:00 +0000 2018,0.0,1.0,0.0,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",88,CNN
-0.296,Sat Jun 09 11:31:05 +0000 2018,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",89,CNN
0.3612,Sat Jun 09 11:16:00 +0000 2018,0.0,0.878,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",90,CNN
0.765,Sat Jun 09 11:01:06 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,91,CNN
-0.4588,Sat Jun 09 10:31:49 +0000 2018,0.143,0.857,0.0,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",92,CNN
0.0,Sat Jun 09 10:16:00 +0000 2018,0.0,1.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",93,CNN
0.0,Sat Jun 09 10:01:03 +0000 2018,0.0,1.0,0.0,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,94,CNN
0.0,Sat Jun 09 09:31:04 +0000 2018,0.0,1.0,0.0,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",95,CNN
0.4019,Sat Jun 09 09:29:10 +0000 2018,0.0,0.87,0.13,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",96,CNN
0.5859,Sat Jun 09 09:16:00 +0000 2018,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",97,CNN
0.0,Sat Jun 09 09:01:21 +0000 2018,0.0,1.0,0.0,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",98,CNN
0.0,Sat Jun 09 08:31:08 +0000 2018,0.0,1.0,0.0,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,99,CNN
-0.6124,Sat Jun 09 08:29:13 +0000 2018,0.238,0.762,0.0,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",100,CNN
-0.3818,Sun Jun 10 00:12:34 +0000 2018,0.14,0.86,0.0,"Former @NFL player @JackBrewerBSI: ""We're all Americans. We're in the same family. Families fight, families quarrel… https://t.co/hswCr90kiS",1,Foxnews
0.7845,Sun Jun 10 00:05:47 +0000 2018,0.0,0.653,0.347,OPINION: Justify’s Triple Crown win brings us together to admire an uncommonly gifted horse https://t.co/4nIf9mv4Wz,2,Foxnews
-0.296,Sun Jun 10 00:00:24 +0000 2018,0.145,0.855,0.0,"Earlier, President @realDonaldTrump accused Canadian Prime Minister @JustinTrudeau of making ""false statements"" at… https://t.co/oUPeNM1BJv",3,Foxnews
0.3612,Sat Jun 09 23:54:29 +0000 2018,0.0,0.815,0.185,.@VP reassures family of Otto Warmbier ahead of North Korea summit https://t.co/t0jwuWxjHx,4,Foxnews
-0.5413,Sat Jun 09 23:32:44 +0000 2018,0.163,0.837,0.0,.@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the… https://t.co/u1rce2rGvi,5,Foxnews
0.2263,Sat Jun 09 23:03:37 +0000 2018,0.0,0.909,0.091,"Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",6,Foxnews
0.5719,Sat Jun 09 22:56:42 +0000 2018,0.0,0.764,0.236,"BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",7,Foxnews
-0.4019,Sat Jun 09 22:52:49 +0000 2018,0.144,0.856,0.0,"Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",8,Foxnews
0.4019,Sat Jun 09 22:48:34 +0000 2018,0.0,0.769,0.231,Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,9,Foxnews
0.7003,Sat Jun 09 22:38:46 +0000 2018,0.0,0.766,0.234,".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",10,Foxnews
0.8238,Sat Jun 09 22:37:22 +0000 2018,0.0,0.688,0.312,".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",11,Foxnews
0.2755,Sat Jun 09 22:35:24 +0000 2018,0.0,0.869,0.131,".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",12,Foxnews
0.7096,Sat Jun 09 22:33:28 +0000 2018,0.0,0.753,0.247,".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",13,Foxnews
-0.5859,Sat Jun 09 22:31:23 +0000 2018,0.278,0.609,0.113,".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",14,Foxnews
0.0,Sat Jun 09 22:31:09 +0000 2018,0.0,1.0,0.0,".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",15,Foxnews
0.3182,Sat Jun 09 22:29:49 +0000 2018,0.0,0.881,0.119,".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",16,Foxnews
0.0,Sat Jun 09 22:25:05 +0000 2018,0.0,1.0,0.0,".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",17,Foxnews
0.6597,Sat Jun 09 22:22:26 +0000 2018,0.0,0.738,0.262,".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",18,Foxnews
0.7906,Sat Jun 09 22:15:04 +0000 2018,0.0,0.72,0.28,".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",19,Foxnews
0.5919,Sat Jun 09 22:12:00 +0000 2018,0.0,0.797,0.203,"TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",20,Foxnews
-0.3818,Sun Jun 10 00:12:34 +0000 2018,0.14,0.86,0.0,"Former @NFL player @JackBrewerBSI: ""We're all Americans. We're in the same family. Families fight, families quarrel… https://t.co/hswCr90kiS",21,Foxnews
0.7845,Sun Jun 10 00:05:47 +0000 2018,0.0,0.653,0.347,OPINION: Justify’s Triple Crown win brings us together to admire an uncommonly gifted horse https://t.co/4nIf9mv4Wz,22,Foxnews
-0.296,Sun Jun 10 00:00:24 +0000 2018,0.145,0.855,0.0,"Earlier, President @realDonaldTrump accused Canadian Prime Minister @JustinTrudeau of making ""false statements"" at… https://t.co/oUPeNM1BJv",23,Foxnews
0.3612,Sat Jun 09 23:54:29 +0000 2018,0.0,0.815,0.185,.@VP reassures family of Otto Warmbier ahead of North Korea summit https://t.co/t0jwuWxjHx,24,Foxnews
-0.5413,Sat Jun 09 23:32:44 +0000 2018,0.163,0.837,0.0,.@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the… https://t.co/u1rce2rGvi,25,Foxnews
0.2263,Sat Jun 09 23:03:37 +0000 2018,0.0,0.909,0.091,"Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",26,Foxnews
0.5719,Sat Jun 09 22:56:42 +0000 2018,0.0,0.764,0.236,"BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",27,Foxnews
-0.4019,Sat Jun 09 22:52:49 +0000 2018,0.144,0.856,0.0,"Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",28,Foxnews
0.4019,Sat Jun 09 22:48:34 +0000 2018,0.0,0.769,0.231,Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,29,Foxnews
0.7003,Sat Jun 09 22:38:46 +0000 2018,0.0,0.766,0.234,".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",30,Foxnews
0.8238,Sat Jun 09 22:37:22 +0000 2018,0.0,0.688,0.312,".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",31,Foxnews
0.2755,Sat Jun 09 22:35:24 +0000 2018,0.0,0.869,0.131,".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",32,Foxnews
0.7096,Sat Jun 09 22:33:28 +0000 2018,0.0,0.753,0.247,".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",33,Foxnews
-0.5859,Sat Jun 09 22:31:23 +0000 2018,0.278,0.609,0.113,".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",34,Foxnews
0.0,Sat Jun 09 22:31:09 +0000 2018,0.0,1.0,0.0,".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",35,Foxnews
0.3182,Sat Jun 09 22:29:49 +0000 2018,0.0,0.881,0.119,".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",36,Foxnews
0.0,Sat Jun 09 22:25:05 +0000 2018,0.0,1.0,0.0,".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",37,Foxnews
0.6597,Sat Jun 09 22:22:26 +0000 2018,0.0,0.738,0.262,".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",38,Foxnews
0.7906,Sat Jun 09 22:15:04 +0000 2018,0.0,0.72,0.28,".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",39,Foxnews
0.5919,Sat Jun 09 22:12:00 +0000 2018,0.0,0.797,0.203,"TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",40,Foxnews
0.0,Sat Jun 09 22:09:43 +0000 2018,0.0,1.0,0.0,"SeaWorld getting rid of plastic straws, plastic bags at all US parks https://t.co/o5sCVFney1",41,Foxnews
0.0,Sat Jun 09 22:05:43 +0000 2018,0.0,1.0,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/D6p9iIR1QB",42,Foxnews
0.0,Sat Jun 09 21:59:10 +0000 2018,0.0,1.0,0.0,"Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/n3NNBJA2O7",43,Foxnews
0.7351,Sat Jun 09 21:48:00 +0000 2018,0.0,0.763,0.237,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/kJoxSdfmxm",44,Foxnews
0.0,Sat Jun 09 21:41:00 +0000 2018,0.0,1.0,0.0,OPINION: There's just one way to marry the right person (and anyone can do it) https://t.co/yqcYBoKZ8w,45,Foxnews
0.0,Sat Jun 09 21:39:41 +0000 2018,0.0,1.0,0.0,".@Mark_Penn on the Mueller probe: ""I think our Constitution is being stepped on."" https://t.co/WU779vQZHl",46,Foxnews
0.128,Sat Jun 09 21:35:06 +0000 2018,0.0,0.909,0.091,"Belmont Stakes' Triple Crown contender, start time, odds and everything else about the horse race https://t.co/6SDuqSRpPJ",47,Foxnews
-0.6115,Sat Jun 09 21:32:10 +0000 2018,0.222,0.778,0.0,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/wRY77Xrqxz",48,Foxnews
0.0,Sat Jun 09 21:28:31 +0000 2018,0.0,1.0,0.0,U.S. Markets - So far this year. https://t.co/dXBWkXeAc2,49,Foxnews
-0.7088,Sat Jun 09 21:17:59 +0000 2018,0.269,0.731,0.0,.@SteveHiltonx: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.co/ZwoJG4yXGb,50,Foxnews
0.0,Sat Jun 09 21:11:20 +0000 2018,0.0,1.0,0.0,President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un.… https://t.co/f5vz9YYXXE,51,Foxnews
-0.4767,Sat Jun 09 21:03:40 +0000 2018,0.256,0.744,0.0,"Florida woman's body found after gator attack, officials say https://t.co/5zyQqG9a32",52,Foxnews
0.0772,Sat Jun 09 20:58:00 +0000 2018,0.0,0.933,0.067,".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/6cSwtVG0OG",53,Foxnews
0.3818,Sat Jun 09 20:53:00 +0000 2018,0.0,0.729,0.271,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",54,Foxnews
0.0,Sat Jun 09 20:49:26 +0000 2018,0.0,1.0,0.0,German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the o… https://t.co/3ObHBAyhun,55,Foxnews
0.4939,Sat Jun 09 20:47:39 +0000 2018,0.0,0.775,0.225,"Moments ago, President @realDonaldTrump praised the prime minister of Italy, @GiuseppeConteIT. https://t.co/xR842BvOcu",56,Foxnews
0.0,Sat Jun 09 20:43:46 +0000 2018,0.0,1.0,0.0,".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",57,Foxnews
0.891,Sat Jun 09 20:42:54 +0000 2018,0.0,0.602,0.398,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",58,Foxnews
0.3612,Sat Jun 09 20:35:30 +0000 2018,0.0,0.839,0.161,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,59,Foxnews
0.0,Sat Jun 09 20:34:17 +0000 2018,0.0,1.0,0.0,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,60,Foxnews
-0.6486,Sat Jun 09 20:12:00 +0000 2018,0.35,0.65,0.0,Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,61,Foxnews
0.0,Sat Jun 09 20:07:00 +0000 2018,0.0,1.0,0.0,"At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",62,Foxnews
0.0,Sat Jun 09 20:01:00 +0000 2018,0.0,1.0,0.0,OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,63,Foxnews
-0.2584,Sat Jun 09 19:55:00 +0000 2018,0.113,0.887,0.0,.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,64,Foxnews
0.0,Sat Jun 09 19:49:00 +0000 2018,0.247,0.562,0.191,.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,65,Foxnews
-0.4939,Sat Jun 09 19:42:46 +0000 2018,0.186,0.814,0.0,Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,66,Foxnews
0.6249,Sat Jun 09 19:37:46 +0000 2018,0.073,0.688,0.239,".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",67,Foxnews
-0.1531,Sat Jun 09 19:29:00 +0000 2018,0.103,0.897,0.0,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,68,Foxnews
0.3182,Sat Jun 09 19:21:16 +0000 2018,0.0,0.905,0.095,"David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",69,Foxnews
0.1655,Sat Jun 09 19:16:27 +0000 2018,0.0,0.93,0.07,".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",70,Foxnews
0.3612,Sat Jun 09 19:10:00 +0000 2018,0.0,0.737,0.263,Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,71,Foxnews
-0.6249,Sat Jun 09 19:02:20 +0000 2018,0.255,0.745,0.0,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",72,Foxnews
-0.4215,Sat Jun 09 18:56:32 +0000 2018,0.322,0.495,0.183,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,73,Foxnews
-0.4767,Sat Jun 09 18:46:34 +0000 2018,0.162,0.838,0.0,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",74,Foxnews
-0.1531,Sat Jun 09 18:39:20 +0000 2018,0.103,0.897,0.0,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",75,Foxnews
-0.296,Sat Jun 09 18:36:00 +0000 2018,0.104,0.896,0.0,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",76,Foxnews
0.3612,Sat Jun 09 18:34:04 +0000 2018,0.0,0.848,0.152,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,77,Foxnews
-0.7906,Sat Jun 09 18:27:42 +0000 2018,0.438,0.562,0.0,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,78,Foxnews
0.0,Sat Jun 09 18:20:08 +0000 2018,0.0,1.0,0.0,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,79,Foxnews
0.1027,Sat Jun 09 18:19:00 +0000 2018,0.096,0.789,0.114,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",80,Foxnews
-0.5302,Sat Jun 09 18:16:48 +0000 2018,0.181,0.819,0.0,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",81,Foxnews
0.5859,Sat Jun 09 18:14:09 +0000 2018,0.0,0.648,0.352,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,82,Foxnews
-0.6249,Sat Jun 09 18:03:13 +0000 2018,0.362,0.638,0.0,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",83,Foxnews
0.4939,Sat Jun 09 17:58:00 +0000 2018,0.0,0.814,0.186,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",84,Foxnews
0.3612,Sat Jun 09 17:55:11 +0000 2018,0.0,0.884,0.116,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",85,Foxnews
0.4767,Sat Jun 09 17:46:52 +0000 2018,0.0,0.819,0.181,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",86,Foxnews
0.0,Sat Jun 09 17:36:01 +0000 2018,0.0,1.0,0.0,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,87,Foxnews
0.4404,Sat Jun 09 17:30:45 +0000 2018,0.118,0.667,0.215,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,88,Foxnews
0.0,Sat Jun 09 17:26:00 +0000 2018,0.0,1.0,0.0,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,89,Foxnews
-0.4404,Sat Jun 09 17:25:26 +0000 2018,0.42,0.58,0.0,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,90,Foxnews
0.0,Sat Jun 09 17:21:21 +0000 2018,0.0,1.0,0.0,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",91,Foxnews
0.0,Sat Jun 09 17:15:07 +0000 2018,0.0,1.0,0.0,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,92,Foxnews
0.0,Sat Jun 09 17:06:05 +0000 2018,0.0,1.0,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",93,Foxnews
-0.4588,Sat Jun 09 17:04:03 +0000 2018,0.2,0.8,0.0,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,94,Foxnews
0.1779,Sat Jun 09 17:01:29 +0000 2018,0.135,0.677,0.188,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",95,Foxnews
-0.5413,Sat Jun 09 16:55:48 +0000 2018,0.163,0.837,0.0,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",96,Foxnews
0.0,Sat Jun 09 16:55:00 +0000 2018,0.0,1.0,0.0,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",97,Foxnews
0.3612,Sat Jun 09 16:49:31 +0000 2018,0.0,0.667,0.333,Do you agree with @SenSanders? https://t.co/jixhab3nlt,98,Foxnews
-0.1531,Sat Jun 09 16:39:04 +0000 2018,0.082,0.918,0.0,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",99,Foxnews
-0.8555,Sat Jun 09 16:34:08 +0000 2018,0.54,0.46,0.0,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",100,Foxnews
-0.1531,Sat Jun 09 23:11:34 +0000 2018,0.151,0.849,0.0,Judge Stops Deportation of a New York Pizza Delivery Man. https://t.co/Xx9UvPA1dP,1,NYT
0.0,Sat Jun 09 22:23:33 +0000 2018,0.0,1.0,0.0,Op-Ed Columnist: Debacle in Quebec. https://t.co/hubSiRdo02,2,NYT
0.4404,Sat Jun 09 22:21:34 +0000 2018,0.0,0.734,0.266,Contributing Op-Ed Writer: Selling the Protected Area Myth. https://t.co/9SquStMTQF,3,NYT
-0.6705,Sat Jun 09 22:05:33 +0000 2018,0.647,0.353,0.0,I Have Post-Brokeness Stress Disorder. https://t.co/8fLV7o0oF4,4,NYT
0.0,Sat Jun 09 21:48:34 +0000 2018,0.0,1.0,0.0,"Barbara Kafka, Cookbook Author and Food Writer, Dies at 84. https://t.co/oAcvXg0h66",5,NYT
-0.6486,Sat Jun 09 21:47:33 +0000 2018,0.264,0.736,0.0,"Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55. https://t.co/uHFwKZITDK",6,NYT
-0.4215,Sat Jun 09 21:30:34 +0000 2018,0.219,0.781,0.0,Yankees Put Masahiro Tanaka on the D.L. After a Base-Running Injury. https://t.co/wOcduSeuQf,7,NYT
